company,linkedin_ids,linkedin_url,levels_slug,levels_status,base,total,years_experience,level,city,reported,source,source_url,date,notes,website,careers_url,hq_city,hq_country,employees,sector,year_founded,about
2am.tech,,https://www.linkedin.com/company/2amtech,2amtech,resolved,88638,88638,15,Architect,Valencia,2026-09,levels.fyi,https://www.levels.fyi/companies/2amtech/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Abracadabra,,,abracadabra,resolved,75000,75000,20,L5,Barcelona,2026-08,levels.fyi,https://www.levels.fyi/companies/abracadabra/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,68000,83000,7,7,Madrid,2026-03,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,60598,77084,14,Team Leader,Oviedo,2025-01,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,60000,75000,20,Manager,Madrid,2023-04,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,57000,57000,10,Senior,Barcelona,2023-09,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,48000,49400,15,L9,Sevilla,2025-07,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,46536,46536,11,Senior Software Engineer,Madrid,2025-03,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,45026,45026,10,Senior Software Engineer,Malaga,2025-02,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,43747,43747,9,Team Leader,Valencia,2025-07,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,42404,42404,6,Senior Software Engineer,Madrid,2023-08,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,41270,41270,5,Software Engineer Analyst,Alicante,2025-03,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,41000,41000,9,L9,Barcelona,2025-07,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,38000,38000,5,Software Engineer Analyst,Malaga,2023-02,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,37970,37970,5,Associate Software Engineer,Barcelona,2024-08,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,33296,33296,6,Software Engineer Analyst,Madrid,2024-10,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,32000,37000,5,L2,Malaga,2024-04,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Accenture,,https://www.linkedin.com/company/accenture,accenture,resolved,27766,27766,5,Senior Software Engineer,Sevilla,2023-03,levels.fyi,https://www.levels.fyi/companies/accenture/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Activision Blizzard,15415277,https://www.linkedin.com/company/activision-blizzard,activision-blizzard,resolved,83000,83000,20,L3,Barcelona,2023-09,levels.fyi,https://www.levels.fyi/companies/activision-blizzard/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Activision Blizzard,15415277,https://www.linkedin.com/company/activision-blizzard,activision-blizzard,resolved,76000,88000,12,Senior,Barcelona,2023-09,levels.fyi,https://www.levels.fyi/companies/activision-blizzard/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Activision Blizzard,15415277,https://www.linkedin.com/company/activision-blizzard,activision-blizzard,resolved,75000,103000,13,Principal Engineer,Barcelona,2022-08,levels.fyi,https://www.levels.fyi/companies/activision-blizzard/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Activision Blizzard,15415277,https://www.linkedin.com/company/activision-blizzard,activision-blizzard,resolved,66999,76999,6,L5,Barcelona,2022-03,levels.fyi,https://www.levels.fyi/companies/activision-blizzard/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Activision Blizzard,15415277,https://www.linkedin.com/company/activision-blizzard,activision-blizzard,resolved,65000,75000,5,Senior,Barcelona,2023-03,levels.fyi,https://www.levels.fyi/companies/activision-blizzard/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Activision Blizzard,15415277,https://www.linkedin.com/company/activision-blizzard,activision-blizzard,resolved,60000,68000,9,,Barcelona,2023-09,levels.fyi,https://www.levels.fyi/companies/activision-blizzard/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Activision Blizzard,15415277,https://www.linkedin.com/company/activision-blizzard,activision-blizzard,resolved,59000,75000,10,Principal,Barcelona,2021-04,levels.fyi,https://www.levels.fyi/companies/activision-blizzard/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,89002,89002,15,13,Barcelona,2024-10,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,78791,89902,15,12,Barcelona,2025-07,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,77000,99000,10,13,Barcelona,2024-07,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,77000,89000,16,12,Barcelona,2024-05,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,77000,89000,15,11,Barcelona,2026-02,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,77000,77000,11,12,Barcelona,2024-07,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,76401,91682,15,13,Barcelona,2025-09,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,76000,87000,20,12,Barcelona,2024-07,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,75000,105000,7,L3,Barcelona,2023-04,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,75000,87000,12,Senior,Barcelona,2022-09,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,75000,85000,15,12,Barcelona,2023-09,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,75000,75000,10,13,Barcelona,2024-08,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,73000,84000,6,12,Barcelona,2024-07,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,71000,82000,12,Staff,Barcelona,2022-10,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,70389,80817,10,13,Barcelona,2022-01,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,70000,76000,22,Senior,Barcelona,2023-01,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,70000,70000,20,13,Barcelona,2022-09,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,69055,79413,11,12,Barcelona,2025-01,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,66000,76000,15,Senior SWE,Barcelona,2021-02,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,66000,76000,11,13,Barcelona,2023-10,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,66000,76000,11,13,Barcelona,2023-08,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,66000,66000,15,L6,Barcelona,2026-03,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,65000,75000,12,12,Barcelona,2023-05,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,64000,84000,9,13,Barcelona,2023-10,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,64000,74000,15,13,Barcelona,2025-10,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,64000,70000,12,12,Barcelona,2025-12,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,63000,72000,10,Senior,Barcelona,2023-03,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,63000,63000,12,11,Barcelona,2025-02,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,62474,69806,25,13,Barcelona,2023-10,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,62000,71000,6,12,Barcelona,2024-03,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,61699,61699,9,13,Barcelona,2021-07,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,60000,69000,20,12,Barcelona,2025-12,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,60000,60000,5,Senior,Barcelona,2022-08,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,59092,64306,5,11,Barcelona,2023-02,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,57000,66000,8,L3,Madrid,2024-10,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,57000,65000,7,12,Barcelona,2023-03,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,56516,62167,5,11,Barcelona,2022-09,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,56494,65171,10,12,Barcelona,2025-03,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,56187,56187,12,11,Barcelona,2022-07,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,55929,55929,8,13,Barcelona,2022-12,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,55361,64588,23,12,Barcelona,2026-04,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,54800,54800,25,12,Barcelona,2021-12,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,54400,56600,12,12,Barcelona,2023-12,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,54000,62200,7,12,Barcelona,2024-03,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,54000,60000,8,Senior Software Engineer,Madrid,2022-12,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,53600,61800,5,Senior IC,Barcelona,2021-01,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,51900,57091,9,13,Barcelona,2022-11,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,51800,59600,12,12,Barcelona,2024-08,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,51559,59059,7,12,Barcelona,2024-10,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,51400,51400,10,12,Barcelona,2022-05,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,51357,51357,10,13,Madrid,2024-06,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,51271,56485,10,11,Barcelona,2022-01,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,51000,61000,10,12,Barcelona,2024-05,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,50570,58132,22,12,Barcelona,2025-03,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,50122,57687,22,12,Barcelona,2025-03,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,48000,53000,5,11,Barcelona,2023-10,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,47507,52258,7,11,Barcelona,2026-05,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,45927,45927,11,11,Barcelona,2023-04,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,45705,49768,6,11,Barcelona,2025-07,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,45400,61800,5,Senior IC,Barcelona,2021-02,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,44543,44549,7,12,Barcelona,2026-06,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
Adevinta,13981593|13981594,https://www.linkedin.com/company/adevinta,adevinta,resolved,39000,43000,5,11,Barcelona,2025-01,levels.fyi,https://www.levels.fyi/companies/adevinta/salaries/software-engineer/locations/spain,2026-09-22,,https://www.adevinta.com,,Barcelona,ES,"1,001-10,000",internet,2019,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,67000,77000,15,M3,Zaragoza,2023-01,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,62000,68000,11+,,Zaragoza,2023-12,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,60000,69000,15,Senior Software Engineer,Zaragoza,2025-08,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,57110,62821,10,Software Engineer,Zaragoza,2025-09,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,57000,62000,17,M3,Zaragoza,2022-09,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,56000,61000,17,M3,Zaragoza,2022-08,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,55000,62000,10,Senior Software Engineer,Zaragoza,2026-04,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,55000,55000,10,II,Zaragoza,2023-11,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,55000,55000,8,M3,Zaragoza,2022-09,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,51477,51477,10,Software Engineer,Zaragoza,2025-01,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,50000,50000,10,L3,Zaragoza,2023-05,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,50000,50000,8,M4,Zaragoza,2024-03,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,49000,49000,10,M4,Zaragoza,2023-01,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,48800,54000,10,M4,Zaragoza,2022-01,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
adidas,3748,https://www.linkedin.com/company/adidas,adidas,resolved,48738,53293,7,Software Engineer,Zaragoza,2025-02,levels.fyi,https://www.levels.fyi/companies/adidas/salaries/software-engineer/locations/spain,2026-09-22,,,,,,,,,
